method,uri,controller,action,middleware_permission,module_gate,controller_check_permissions,classification,notes
GET|HEAD,/api/v1/documents/{document}/payments,App\Modules\Document\Presentation\Controllers\DocumentController,payments,documents.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/documents/{document}/credit-allocations,App\Modules\Document\Presentation\Controllers\DocumentController,creditAllocations,documents.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/documents/{document}/pdf,App\Modules\Document\Presentation\Controllers\DocumentPdfController,download,documents.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/documents/{document}/pdf/preview,App\Modules\Document\Presentation\Controllers\DocumentPdfController,preview,documents.view,,,MIDDLEWARE,
POST,/api/v1/documents/{document}/email,App\Modules\Communication\Presentation\Controllers\DocumentEmailController,send,documents.view,,formrequest[SendDocumentEmailRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/documents/{document}/email/queue,App\Modules\Communication\Presentation\Controllers\DocumentEmailController,queue,documents.view,,formrequest[SendDocumentEmailRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/reports/customer-statement/{partnerId},App\Modules\Document\Presentation\Controllers\ReportsController,customerStatement,reports.operational,,,MIDDLEWARE,
GET|HEAD,/api/v1/reports/overdue-summary,App\Modules\Document\Presentation\Controllers\ReportsController,overdueSummary,reports.operational,,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/earn-rate,App\Modules\Loyalty\Presentation\Controllers\LoyaltyEarnRateController,show,loyalty.view,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/programs,App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,index,loyalty.manage,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/programs/active,App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,active,loyalty.view,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/programs/{id},App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,show,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs,App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,store,loyalty.manage,Loyalty,formrequest[CreateProgramRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/loyalty/programs/{id},App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,update,loyalty.manage,Loyalty,formrequest[UpdateProgramRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/loyalty/programs/{id},App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,destroy,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs/{id}/activate,App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,activate,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs/{id}/deactivate,App\Modules\Loyalty\Presentation\Controllers\LoyaltyProgramController,deactivate,loyalty.manage,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/programs/{programId}/earning-rules,App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,index,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs/{programId}/earning-rules,App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,store,loyalty.manage,Loyalty,formrequest[CreateEarningRuleRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/loyalty/programs/{programId}/rewards,App\Modules\Loyalty\Presentation\Controllers\RewardController,index,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs/{programId}/rewards,App\Modules\Loyalty\Presentation\Controllers\RewardController,store,loyalty.manage,Loyalty,formrequest[CreateRewardRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/loyalty/programs/{programId}/tiers,App\Modules\Loyalty\Presentation\Controllers\TierController,index,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs/{programId}/tiers,App\Modules\Loyalty\Presentation\Controllers\TierController,store,loyalty.manage,Loyalty,formrequest[CreateTierRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/loyalty/programs/{programId}/stamp-cards,App\Modules\Loyalty\Presentation\Controllers\StampCardController,index,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/programs/{programId}/stamp-cards,App\Modules\Loyalty\Presentation\Controllers\StampCardController,store,loyalty.manage,Loyalty,formrequest[CreateStampCardRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/loyalty/earning-rules/{id},App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,show,loyalty.view,Loyalty,,MIDDLEWARE,
PATCH,/api/v1/loyalty/earning-rules/{id},App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,update,loyalty.manage,Loyalty,formrequest[UpdateEarningRuleRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
DELETE,/api/v1/loyalty/earning-rules/{id},App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,destroy,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/earning-rules/{id}/activate,App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,activate,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/earning-rules/{id}/deactivate,App\Modules\Loyalty\Presentation\Controllers\EarningRuleController,deactivate,loyalty.manage,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/rewards/{id},App\Modules\Loyalty\Presentation\Controllers\RewardController,show,loyalty.view,Loyalty,,MIDDLEWARE,
PATCH,/api/v1/loyalty/rewards/{id},App\Modules\Loyalty\Presentation\Controllers\RewardController,update,loyalty.manage,Loyalty,formrequest[UpdateRewardRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
DELETE,/api/v1/loyalty/rewards/{id},App\Modules\Loyalty\Presentation\Controllers\RewardController,destroy,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/rewards/{id}/activate,App\Modules\Loyalty\Presentation\Controllers\RewardController,activate,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/rewards/{id}/deactivate,App\Modules\Loyalty\Presentation\Controllers\RewardController,deactivate,loyalty.manage,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/tiers/{id},App\Modules\Loyalty\Presentation\Controllers\TierController,show,loyalty.view,Loyalty,,MIDDLEWARE,
PATCH,/api/v1/loyalty/tiers/{id},App\Modules\Loyalty\Presentation\Controllers\TierController,update,loyalty.manage,Loyalty,formrequest[UpdateTierRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
DELETE,/api/v1/loyalty/tiers/{id},App\Modules\Loyalty\Presentation\Controllers\TierController,destroy,loyalty.manage,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/stamp-cards/{id},App\Modules\Loyalty\Presentation\Controllers\StampCardController,show,loyalty.view,Loyalty,,MIDDLEWARE,
PATCH,/api/v1/loyalty/stamp-cards/{id},App\Modules\Loyalty\Presentation\Controllers\StampCardController,update,loyalty.manage,Loyalty,formrequest[UpdateStampCardRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
DELETE,/api/v1/loyalty/stamp-cards/{id},App\Modules\Loyalty\Presentation\Controllers\StampCardController,destroy,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/pos/member-lookup,App\Modules\Loyalty\Presentation\Controllers\LoyaltyPOSController,memberLookup,pos.operate_terminal,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/pos/preview-earning,App\Modules\Loyalty\Presentation\Controllers\LoyaltyPOSController,previewEarning,pos.operate_terminal,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/pos/rewards/{enrollmentId},App\Modules\Loyalty\Presentation\Controllers\LoyaltyPOSController,rewards,pos.operate_terminal,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/pos/redeem,App\Modules\Loyalty\Presentation\Controllers\LoyaltyPOSController,redeem,pos.operate_terminal,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/pos/earn,App\Modules\Loyalty\Presentation\Controllers\LoyaltyPOSController,earn,pos.operate_terminal,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/pos/balance,App\Modules\Loyalty\Presentation\Controllers\LoyaltyPOSController,balance,pos.operate_terminal,Loyalty,formrequest[PosBalanceRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/loyalty/partners/{partnerId},App\Modules\Loyalty\Presentation\Controllers\LoyaltyPartnerController,show,loyalty.enroll,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/partners/{partnerId}/enroll,App\Modules\Loyalty\Presentation\Controllers\LoyaltyPartnerController,enroll,loyalty.enroll,Loyalty,formrequest[EnrollPartnerRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/members,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,index,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/members/lookup,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,lookupByPhone,loyalty.view,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/members/{id},App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,show,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/members,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,store,loyalty.manage,Loyalty,formrequest[CreateMemberRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/loyalty/members/{id},App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,update,loyalty.manage,Loyalty,formrequest[UpdateMemberRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/members/{id}/enrollments,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,enrollments,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/members/{id}/enroll,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,enroll,loyalty.manage,Loyalty,formrequest[EnrollMemberRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/loyalty/members/{memberId}/enrollments/{enrollmentId}/opt-out,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,optOut,loyalty.manage,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/members/{memberId}/enrollments/{enrollmentId}/reactivate,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,reactivate,loyalty.manage,Loyalty,,MIDDLEWARE,
GET|HEAD,/api/v1/loyalty/members/{memberId}/enrollments/{enrollmentId}/transactions,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,transactions,loyalty.view,Loyalty,,MIDDLEWARE,
POST,/api/v1/loyalty/members/{memberId}/enrollments/{enrollmentId}/adjust,App\Modules\Loyalty\Presentation\Controllers\LoyaltyMemberController,adjust,loyalty.manage,Loyalty,formrequest[AdjustPointsRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/coupons,App\Modules\Coupon\Presentation\Controllers\CouponController,index,,,,AUTH_ONLY,
POST,/api/v1/coupons,App\Modules\Coupon\Presentation\Controllers\CouponController,store,,,formrequest[StoreCouponRequest]:CHECK:coupons.manage,FORMREQUEST,
GET|HEAD,/api/v1/coupons/{id},App\Modules\Coupon\Presentation\Controllers\CouponController,show,,,,AUTH_ONLY,
PATCH,/api/v1/coupons/{id},App\Modules\Coupon\Presentation\Controllers\CouponController,update,,,formrequest[UpdateCouponRequest]:CHECK:coupons.manage,FORMREQUEST,
DELETE,/api/v1/coupons/{id},App\Modules\Coupon\Presentation\Controllers\CouponController,destroy,,,,AUTH_ONLY,
POST,/api/v1/coupons/validate,App\Modules\Coupon\Presentation\Controllers\CouponController,validate,,,formrequest[ValidateCouponRequest]:CHECK:pos.operate_terminal,FORMREQUEST,
POST,/api/v1/coupons/{id}/revoke,App\Modules\Coupon\Presentation\Controllers\CouponController,revoke,,,,AUTH_ONLY,
POST,/api/v1/coupons/{id}/reactivate,App\Modules\Coupon\Presentation\Controllers\CouponController,reactivate,,,,AUTH_ONLY,
GET|HEAD,/api/v1/categories,App\Modules\Product\Presentation\Controllers\CategoryController,index,,,,AUTH_ONLY,
GET|HEAD,/api/v1/categories/tree,App\Modules\Product\Presentation\Controllers\CategoryController,tree,,,,AUTH_ONLY,
POST,/api/v1/categories,App\Modules\Product\Presentation\Controllers\CategoryController,store,,,,AUTH_ONLY,
GET|HEAD,/api/v1/categories/{id},App\Modules\Product\Presentation\Controllers\CategoryController,show,,,,AUTH_ONLY,
PUT,/api/v1/categories/{id},App\Modules\Product\Presentation\Controllers\CategoryController,update,,,,AUTH_ONLY,
DELETE,/api/v1/categories/{id},App\Modules\Product\Presentation\Controllers\CategoryController,destroy,,,,AUTH_ONLY,
POST,/api/v1/categories/reorder,App\Modules\Product\Presentation\Controllers\CategoryController,reorder,,,,AUTH_ONLY,
GET|HEAD,/api/v1/line-entry/resolve-code,App\Modules\Product\Presentation\Controllers\LineEntryController,resolveCode,products.view,Inventory,,MIDDLEWARE,
POST,/api/v1/line-entry/pricing-context/bulk,App\Modules\Product\Presentation\Controllers\LineEntryController,bulkPricingContext,products.view,Inventory,"service[MarginService::canSellAtPrice]:pricing.sell_below_cost,pricing.sell_below_minimum_margin,pricing.sell_below_target_margin",MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/products,App\Modules\Product\Presentation\Controllers\ProductController,index,products.view,Inventory,controller:pricing.view_cost_prices,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/products/{product},App\Modules\Product\Presentation\Controllers\ProductController,show,products.view,Inventory,controller:pricing.view_cost_prices,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/products/{product}/stock-levels,App\Modules\Product\Presentation\Controllers\ProductController,stockLevels,products.view,Inventory,,MIDDLEWARE,
POST,/api/v1/products,App\Modules\Product\Presentation\Controllers\ProductController,store,products.create,Inventory,controller:inventory.adjust | formrequest[CreateProductRequest]:OPEN(returns true),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
PATCH,/api/v1/products/{product},App\Modules\Product\Presentation\Controllers\ProductController,update,products.update,Inventory,formrequest[UpdateProductRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/products/{product},App\Modules\Product\Presentation\Controllers\ProductController,destroy,products.delete,Inventory,,MIDDLEWARE,
POST,/api/v1/products/{product}/opening,App\Modules\Product\Presentation\Controllers\ProductController,postOpening,inventory.adjust,Inventory,formrequest[PostOpeningBalanceRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/products/{product}/opening/reset,App\Modules\Product\Presentation\Controllers\ProductController,resetOpening,inventory.adjust,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/parapharmacy/ingredients,App\Modules\Product\Presentation\Controllers\IngredientController,index,settings.manage,Inventory; Parapharmacy,,MIDDLEWARE,
GET|HEAD,/api/v1/parapharmacy/ingredients/{id},App\Modules\Product\Presentation\Controllers\IngredientController,show,settings.manage,Inventory; Parapharmacy,,MIDDLEWARE,
POST,/api/v1/parapharmacy/ingredients,App\Modules\Product\Presentation\Controllers\IngredientController,store,settings.manage,Inventory; Parapharmacy,,MIDDLEWARE,
PATCH,/api/v1/parapharmacy/ingredients/{id},App\Modules\Product\Presentation\Controllers\IngredientController,update,settings.manage,Inventory; Parapharmacy,,MIDDLEWARE,
DELETE,/api/v1/parapharmacy/ingredients/{id},App\Modules\Product\Presentation\Controllers\IngredientController,destroy,settings.manage,Inventory; Parapharmacy,,MIDDLEWARE,
GET|HEAD,/api/v1/parapharmacy/certifications,App\Modules\Product\Presentation\Controllers\CertificationController,index,settings.manage,Inventory; Parapharmacy,,MIDDLEWARE,
